,SNaPs1,SNaPs2,SNaPs3,SNaPs4,ESCs1,ESCs2,ESCs3,ESCs4
ENSG00000267737,0,0,0,0,0,0,0,0
ENSG00000267740,24,54,38,45,38,20,20,11
ENSG00000267741,0,0,0,0,0,0,0,0
ENSG00000267742,10,13,10,9,19,24,26,24
ENSG00000267743,0,0,0,0,0,0,0,0
ENSG00000267744,0,0,0,0,0,0,0,0
ENSG00000267745,0,1,3,0,0,0,0,0
ENSG00000267746,0,0,0,0,0,0,0,0
ENSG00000267747,0,0,0,0,0,0,0,0
ENSG00000267748,0,0,0,0,2,0,0,1
ENSG00000267749,0,0,0,0,2,1,0,0
ENSG00000267750,2,1,6,0,12,5,0,0
ENSG00000267751,42,41,60,71,10,21,12,13
ENSG00000267752,1,0,0,0,0,0,0,2
ENSG00000267755,0,0,1,0,0,0,1,2
ENSG00000267756,3,0,0,0,0,0,0,0
ENSG00000267757,2,3,1,0,8,2,4,4
ENSG00000267758,0,0,0,0,0,0,0,0
ENSG00000267760,0,0,0,0,0,0,0,0
ENSG00000267761,0,0,0,0,0,0,0,0
ENSG00000267762,0,0,0,0,0,0,0,0
ENSG00000267764,0,0,0,0,0,0,0,0
ENSG00000267765,0,0,0,0,0,0,0,0
ENSG00000267766,0,0,0,0,0,0,0,0
ENSG00000267767,2,9,12,10,10,18,10,12
ENSG00000267768,0,0,0,0,0,0,0,0
ENSG00000267769,3,0,0,0,2,0,0,0
ENSG00000267770,0,0,0,0,0,0,0,0
ENSG00000267771,0,0,0,0,0,0,0,0
ENSG00000267772,0,0,0,0,0,0,0,0
ENSG00000267773,0,0,0,1,0,1,0,0
ENSG00000267774,0,0,0,1,0,0,0,1
ENSG00000267775,0,0,0,0,0,0,0,0
ENSG00000267776,0,0,0,0,0,0,0,0
ENSG00000267777,0,1,0,0,0,0,0,0
ENSG00000267778,0,0,0,1,2,0,0,1
ENSG00000267779,0,0,0,0,0,0,0,0
ENSG00000267780,0,0,0,0,1,0,0,0
ENSG00000267781,0,0,0,0,0,0,0,0
ENSG00000267782,0,0,0,0,0,0,0,0
ENSG00000267783,0,0,0,0,0,0,0,0
ENSG00000267784,0,0,2,1,0,0,1,0
ENSG00000267786,0,0,0,0,0,0,0,0
ENSG00000267787,12,12,7,14,12,9,12,5
ENSG00000267788,0,0,0,0,0,0,0,0
ENSG00000267789,0,0,0,0,0,0,0,0
ENSG00000267790,0,0,0,0,0,0,0,0
ENSG00000267791,0,0,0,0,2,0,2,0
ENSG00000267792,0,0,0,0,0,0,0,0
ENSG00000267793,0,0,0,0,0,0,0,0
ENSG00000267794,0,0,0,0,0,0,0,0
ENSG00000267795,0,0,0,0,2,0,1,1
ENSG00000267796,43,44,63,53,41,54,37,15
ENSG00000267797,0,0,0,0,0,0,0,0
ENSG00000267799,0,0,0,1,0,0,0,0
ENSG00000267800,0,2,0,0,0,0,0,0
ENSG00000267801,0,0,0,0,0,0,0,0
ENSG00000267808,0,0,0,0,0,0,0,0
ENSG00000267809,73,70,103,78,109,169,102,116
ENSG00000267811,4,2,3,6,0,0,1,1
ENSG00000267815,0,0,2,0,3,4,3,5
ENSG00000267827,2,0,0,2,0,3,6,0
ENSG00000267828,0,0,0,0,0,0,0,0
ENSG00000267834,0,0,0,0,0,0,0,0
ENSG00000267838,4,13,13,4,4,3,3,2
ENSG00000267852,0,0,0,0,0,0,0,0
ENSG00000267855,496,490,586,596,516,603,420,465
ENSG00000267857,0,0,0,0,0,0,0,0
ENSG00000267858,2,5,19,7,0,7,5,3
ENSG00000267868,0,0,0,0,0,0,0,0
ENSG00000267871,8,4,14,14,3,4,2,4
ENSG00000267872,0,0,0,0,0,0,0,0
ENSG00000267874,0,0,0,0,0,0,0,0
ENSG00000267879,0,0,0,0,0,0,0,0
ENSG00000267881,0,0,0,0,0,0,0,0
ENSG00000267882,0,1,0,1,7,8,4,2
ENSG00000267886,47,42,98,76,73,43,84,68
ENSG00000267890,0,0,3,1,6,7,3,4
ENSG00000267892,0,1,1,0,3,1,1,1
ENSG00000267895,0,0,0,0,0,0,0,0
ENSG00000267896,2,0,0,0,0,2,0,0
ENSG00000267898,0,0,0,0,0,0,0,0
ENSG00000267904,1,0,1,1,0,0,0,0
ENSG00000267905,0,0,0,0,0,0,0,0
ENSG00000267908,0,1,0,0,0,0,0,0
ENSG00000267909,18,8,15,18,10,16,16,12
ENSG00000267919,0,0,1,0,0,0,0,0
ENSG00000267920,6,9,7,8,5,2,2,2
ENSG00000267922,0,0,0,0,0,0,0,0
ENSG00000267924,5,4,4,4,6,2,4,9
ENSG00000267927,1,0,0,0,0,0,0,0
ENSG00000267934,11,16,14,20,6,0,3,3
ENSG00000267938,0,0,0,0,0,0,0,0
ENSG00000267939,2,1,3,2,6,3,1,0
ENSG00000267940,3,5,1,2,2,2,3,4
ENSG00000267943,1,0,0,0,0,0,0,0
ENSG00000267952,0,3,0,2,0,0,0,0
ENSG00000267959,0,0,0,0,0,0,0,0
ENSG00000267961,0,0,0,0,0,0,0,0
ENSG00000267968,0,0,0,0,0,0,0,0
ENSG00000267978,0,0,0,0,0,0,1,0
ENSG00000267980,1,5,1,0,0,6,1,3
ENSG00000267984,0,0,2,2,0,4,2,0
ENSG00000267986,0,0,0,0,0,0,0,0
ENSG00000267990,0,0,0,0,0,0,0,0
ENSG00000267992,0,0,0,2,1,0,1,0
ENSG00000268001,0,0,0,2,0,0,1,0
ENSG00000268006,19,29,45,46,25,9,14,10
ENSG00000268009,0,0,0,0,2,4,2,2
ENSG00000268015,0,0,0,0,0,0,0,0
ENSG00000268020,0,0,0,0,0,0,0,0
ENSG00000268027,1,2,2,0,0,0,0,1
ENSG00000268030,5,2,3,1,2,1,2,3
ENSG00000268034,12,15,13,22,20,26,27,21
ENSG00000268036,0,0,0,1,0,0,0,0
ENSG00000268038,0,0,0,0,0,0,0,0
ENSG00000268041,0,1,2,0,0,0,0,3
ENSG00000268043,41,111,111,131,62,65,50,43
ENSG00000268047,0,1,0,0,0,0,0,0
ENSG00000268049,3,1,3,5,1,0,3,3
ENSG00000268050,0,0,0,0,0,0,0,0
ENSG00000268051,0,0,0,0,0,1,0,1
ENSG00000268053,0,0,0,0,0,0,0,0
ENSG00000268055,0,0,0,0,0,0,0,0
ENSG00000268056,0,0,0,0,0,0,0,0
ENSG00000268058,0,1,0,2,1,0,0,0
ENSG00000268061,9,25,38,18,7,9,11,0
ENSG00000268062,0,0,0,0,0,0,0,0
ENSG00000268066,0,0,0,1,3,0,5,0
ENSG00000268067,0,0,0,0,0,0,0,0
ENSG00000268069,1,3,1,3,0,0,0,3
ENSG00000268070,0,2,0,0,0,0,0,1
ENSG00000268074,0,0,0,0,0,0,0,0
ENSG00000268078,0,0,0,0,0,0,0,0
ENSG00000268079,0,0,0,0,0,0,0,0
ENSG00000268080,0,0,0,0,0,0,0,0
ENSG00000268081,0,0,0,0,0,0,0,0
ENSG00000268083,0,0,0,0,0,0,0,0
ENSG00000268087,0,0,0,0,0,0,0,0
ENSG00000268088,0,0,0,0,0,0,0,0
ENSG00000268089,4,9,4,8,42,40,44,29
ENSG00000268093,0,1,4,1,0,1,5,0
ENSG00000268095,0,1,0,0,0,0,0,0
ENSG00000268100,2,1,0,0,1,0,1,0
ENSG00000268101,0,0,0,0,0,0,0,0
ENSG00000268104,0,0,0,0,0,0,0,0
ENSG00000268105,4,2,5,9,6,2,5,3
ENSG00000268107,0,0,0,0,0,0,0,0
ENSG00000268108,0,0,0,0,0,0,0,0
ENSG00000268112,0,0,0,0,0,0,0,0
ENSG00000268116,0,0,0,0,0,0,0,0
ENSG00000268117,0,0,0,0,0,0,0,0
ENSG00000268119,25,28,41,39,159,155,132,190
ENSG00000268120,0,0,1,0,1,0,0,0
ENSG00000268129,12,14,17,16,15,16,10,6
ENSG00000268133,0,0,0,0,0,0,0,0
ENSG00000268140,0,5,6,12,27,38,11,9
ENSG00000268144,1,4,1,0,5,2,2,0
ENSG00000268148,0,0,0,0,0,0,0,0
ENSG00000268149,0,0,0,0,0,0,0,0
ENSG00000268153,0,0,0,0,0,0,0,0
ENSG00000268154,0,0,0,0,0,1,0,0
ENSG00000268157,0,0,0,0,0,0,0,0
ENSG00000268163,0,0,0,2,0,0,0,0
ENSG00000268170,0,0,0,0,0,0,0,0
ENSG00000268173,0,0,0,0,0,6,0,0
ENSG00000268174,0,0,0,0,0,0,1,0
ENSG00000268181,0,0,0,0,0,0,0,0
ENSG00000268182,2,2,5,7,0,0,0,0
ENSG00000268184,0,0,0,0,0,0,0,0
ENSG00000268186,3,0,1,0,3,2,2,1
ENSG00000268187,0,0,0,0,0,0,0,0
ENSG00000268189,0,0,0,0,0,2,0,0
ENSG00000268191,0,0,0,0,0,0,0,1
ENSG00000268193,0,0,0,0,0,0,0,0
ENSG00000268199,0,0,0,0,0,0,0,0
ENSG00000268201,0,0,0,1,0,0,0,0
ENSG00000268203,0,0,0,0,0,0,0,0
ENSG00000268204,0,0,0,0,2,1,0,0
ENSG00000268205,35,112,98,72,102,94,85,91
ENSG00000268209,0,0,0,0,0,0,0,0
ENSG00000268218,2,5,8,0,1,1,4,3
ENSG00000268220,12,11,3,12,10,10,4,11
ENSG00000268221,0,0,0,0,0,0,2,0
ENSG00000268222,18,13,24,18,17,15,22,15
ENSG00000268223,0,0,0,0,0,0,0,0
ENSG00000268225,1,4,1,1,6,1,3,10
ENSG00000268230,0,6,0,0,0,0,0,0
ENSG00000268231,0,0,0,0,0,0,0,0
ENSG00000268234,3,0,2,3,7,9,7,3
ENSG00000268235,1,0,1,0,1,0,0,0
ENSG00000268238,0,0,0,0,0,0,0,0
ENSG00000268240,0,0,0,0,0,0,0,0
ENSG00000268243,0,0,0,0,0,0,0,0
ENSG00000268257,0,0,1,0,0,0,2,0
ENSG00000268262,0,0,0,0,0,0,0,0
ENSG00000268266,1,0,0,0,0,1,0,0
ENSG00000268267,0,0,0,0,0,0,0,0
ENSG00000268272,0,0,0,0,0,0,0,0
ENSG00000268278,1,0,0,0,0,0,0,2
ENSG00000268279,0,0,0,0,0,0,0,0
ENSG00000268282,5,7,4,5,12,1,3,14
ENSG00000268287,0,0,0,0,0,1,0,0
ENSG00000268288,0,0,0,0,0,0,0,0
ENSG00000268289,0,0,0,0,0,0,0,0
ENSG00000268292,0,0,0,0,0,1,0,0
ENSG00000268293,0,0,0,0,0,0,1,0
ENSG00000268295,0,0,0,0,0,0,0,0
ENSG00000268296,0,0,0,0,0,0,0,0
ENSG00000268297,0,0,0,0,4,3,1,1
ENSG00000268307,0,0,0,0,0,0,0,0
ENSG00000268309,2,0,0,0,0,0,0,0
ENSG00000268316,0,0,0,0,0,0,0,0
ENSG00000268318,0,0,0,0,0,0,0,0
ENSG00000268320,0,0,0,0,0,0,0,0
ENSG00000268322,0,1,0,1,0,0,2,3
ENSG00000268324,0,0,0,0,0,0,1,2
ENSG00000268326,0,0,0,0,0,0,0,0
ENSG00000268333,0,0,0,0,1,1,2,2
ENSG00000268335,0,0,0,0,0,0,0,0
ENSG00000268336,0,0,0,0,0,0,0,0
ENSG00000268350,130,162,105,136,153,102,78,88
ENSG00000268352,0,0,0,0,0,0,0,0
ENSG00000268355,0,0,0,0,0,0,0,0
ENSG00000268357,4,3,2,3,0,1,2,6
ENSG00000268361,0,0,0,0,0,0,0,0
ENSG00000268362,19,54,61,47,34,21,23,19
ENSG00000268364,14,3,18,11,2,2,3,0
ENSG00000268366,0,0,0,0,0,0,0,0
ENSG00000268375,0,0,0,0,0,0,0,0
ENSG00000268379,1,0,0,0,1,3,2,3
ENSG00000268388,0,0,0,0,0,0,0,0
ENSG00000268390,0,0,0,0,0,0,0,0
ENSG00000268391,0,0,0,0,0,0,0,0
ENSG00000268392,0,0,0,0,0,0,0,0
ENSG00000268400,0,0,0,0,0,0,0,0
ENSG00000268401,0,0,0,0,1,0,1,0
ENSG00000268403,11,19,14,8,15,16,13,13
ENSG00000268407,0,0,0,0,0,0,0,0
ENSG00000268412,0,1,2,2,3,0,2,1
ENSG00000268416,0,9,2,0,3,3,0,2
ENSG00000268423,1,0,0,0,0,0,0,0
ENSG00000268433,0,0,0,0,0,0,0,0
ENSG00000268434,0,0,0,1,0,0,0,0
ENSG00000268438,0,2,1,0,0,1,0,0
ENSG00000268439,48,43,94,86,163,208,135,185
ENSG00000268442,6,0,1,1,0,0,0,2
ENSG00000268447,1,0,0,0,2,0,0,0
ENSG00000268455,0,0,0,1,0,0,1,0
ENSG00000268458,0,0,0,0,0,0,0,0
ENSG00000268460,0,0,0,0,0,0,0,0
ENSG00000268461,0,0,0,0,0,0,0,0
ENSG00000268465,0,0,0,0,0,0,0,0
ENSG00000268469,0,1,0,0,0,3,0,0
ENSG00000268471,25,48,68,78,56,76,32,16
ENSG00000268472,0,0,0,1,0,0,0,0
ENSG00000268473,0,0,0,0,0,0,0,0
ENSG00000268475,0,0,0,0,0,0,0,0
ENSG00000268480,0,0,0,0,0,0,0,0
ENSG00000268483,0,0,0,0,0,0,0,0
ENSG00000268486,0,0,0,0,0,0,0,0
ENSG00000268496,0,0,1,0,0,0,1,0
ENSG00000268499,0,0,0,0,1,0,0,0
ENSG00000268500,0,0,0,0,0,0,0,0
ENSG00000268505,0,0,0,0,0,0,0,0
ENSG00000268509,0,0,0,0,0,0,0,0
ENSG00000268510,0,0,0,0,0,0,1,0
ENSG00000268516,52,70,81,84,32,80,68,46
ENSG00000268518,0,1,1,0,0,0,0,1
ENSG00000268520,0,0,1,0,0,0,0,0
ENSG00000268521,1,1,3,0,2,0,1,1
ENSG00000268529,0,0,0,0,0,0,0,1
ENSG00000268530,1,1,2,1,0,0,0,0
ENSG00000268531,0,0,0,0,0,0,0,0
ENSG00000268532,0,0,0,0,0,0,0,0
ENSG00000268533,0,0,0,0,0,0,0,0
ENSG00000268535,0,0,0,0,0,0,1,0
ENSG00000268536,0,0,0,1,0,1,0,0
ENSG00000268541,0,0,0,0,0,0,0,0
ENSG00000268543,0,1,2,1,0,1,0,0
ENSG00000268545,0,0,0,0,0,0,0,0
ENSG00000268555,0,0,0,0,0,0,0,0
ENSG00000268560,0,0,0,0,0,0,0,0
ENSG00000268564,0,0,0,0,0,0,0,0
ENSG00000268565,6,0,5,9,2,8,3,2
ENSG00000268566,0,0,0,0,0,0,0,0
ENSG00000268568,2,0,2,2,3,0,0,2
ENSG00000268573,4,8,13,13,18,33,26,23
ENSG00000268575,83,96,143,142,61,114,44,51
ENSG00000268580,0,0,0,0,0,0,0,0
ENSG00000268581,0,0,0,0,0,0,0,0
ENSG00000268582,0,0,0,0,0,0,0,0
ENSG00000268583,0,0,1,0,0,1,0,0
ENSG00000268584,3,10,7,13,6,5,7,1
ENSG00000268589,0,0,0,0,0,0,0,0
ENSG00000268592,0,2,0,0,0,0,0,0
ENSG00000268593,0,0,0,0,0,0,0,0
ENSG00000268595,0,0,0,0,0,0,0,0
ENSG00000268597,0,0,0,0,0,0,0,0
ENSG00000268598,0,0,0,1,0,0,0,0
ENSG00000268601,0,0,0,0,1,0,0,0
ENSG00000268603,0,0,0,0,2,0,0,0
ENSG00000268605,1,0,2,0,0,1,0,0
ENSG00000268606,0,0,0,2,1,0,1,0
ENSG00000268614,0,0,0,0,0,0,0,0
ENSG00000268615,0,0,0,0,0,0,0,0
ENSG00000268618,0,0,0,0,0,0,1,0
ENSG00000268620,0,0,0,0,0,0,0,0
ENSG00000268621,0,0,0,0,0,0,0,0
ENSG00000268623,0,0,0,0,0,0,0,0
ENSG00000268628,4,10,6,7,0,1,2,0
ENSG00000268629,0,0,0,0,0,0,0,0
ENSG00000268635,1,0,0,0,0,0,0,0
ENSG00000268636,0,0,0,0,0,0,0,0
ENSG00000268643,0,0,0,0,0,0,0,0
ENSG00000268649,0,0,0,0,2,5,4,3
ENSG00000268650,1,0,1,0,0,0,0,0
ENSG00000268651,0,0,0,0,0,0,0,0
ENSG00000268652,0,0,0,0,0,0,0,0
ENSG00000268654,0,0,0,0,0,0,0,0
ENSG00000268655,0,0,0,0,0,0,0,0
ENSG00000268658,5,14,23,10,87,58,56,79
ENSG00000268659,0,0,0,2,0,0,0,0
ENSG00000268660,0,0,0,0,0,1,1,1
ENSG00000268663,0,0,0,0,0,0,0,0
ENSG00000268669,0,0,0,0,0,0,0,0
ENSG00000268670,1,0,0,0,0,0,0,1
ENSG00000268673,0,0,0,0,0,0,0,0
ENSG00000268674,0,0,0,0,0,0,0,0
ENSG00000268677,0,1,0,0,0,0,0,0
ENSG00000268678,1,3,0,1,5,5,0,0
ENSG00000268681,0,0,0,0,0,0,0,0
ENSG00000268683,0,0,0,0,0,0,0,0
ENSG00000268685,0,0,0,0,0,0,0,0
ENSG00000268686,4,5,10,10,7,0,4,1
ENSG00000268696,0,0,0,0,2,1,0,0
ENSG00000268705,0,0,1,1,0,0,0,0
ENSG00000268707,0,0,1,0,0,0,0,1
ENSG00000268711,0,0,0,0,0,0,0,0
ENSG00000268713,20,17,29,39,19,13,22,19
ENSG00000268714,0,0,0,0,0,0,0,0
ENSG00000268717,0,0,0,0,0,0,0,0
ENSG00000268721,0,0,0,0,0,0,3,0
ENSG00000268723,0,0,3,0,2,1,0,1
ENSG00000268729,0,0,0,0,0,0,0,0
ENSG00000268731,0,0,0,0,0,0,0,0
ENSG00000268734,0,0,0,0,0,0,0,0
ENSG00000268736,0,0,0,0,0,0,0,0
ENSG00000268738,0,4,4,2,0,6,0,0
ENSG00000268739,0,0,0,0,0,0,0,0
ENSG00000268742,0,0,0,0,0,0,0,0
ENSG00000268743,0,0,0,0,0,0,0,0
ENSG00000268744,0,3,9,12,0,0,1,0
ENSG00000268745,0,0,0,0,0,0,0,0
ENSG00000268746,0,0,0,0,0,0,0,0
ENSG00000268747,0,0,0,0,0,0,0,0
ENSG00000268750,4,9,13,7,21,23,7,15
ENSG00000268751,0,0,1,0,4,4,1,1
ENSG00000268754,0,0,0,0,0,0,1,0
ENSG00000268756,0,0,0,0,0,0,0,0
ENSG00000268758,0,0,0,0,0,0,0,0
ENSG00000268764,0,0,0,0,0,0,0,0
ENSG00000268777,0,0,0,0,0,0,0,0
ENSG00000268784,0,0,0,0,0,0,0,0
ENSG00000268785,0,0,0,1,0,1,0,0
ENSG00000268789,0,0,0,0,0,0,0,0
ENSG00000268790,0,0,0,0,2,0,0,0
ENSG00000268794,0,0,0,0,0,0,0,0
ENSG00000268797,0,0,0,0,0,0,0,0
ENSG00000268798,12,6,13,9,21,15,9,8
ENSG00000268799,0,0,0,0,0,0,0,0
ENSG00000268803,0,0,0,0,0,0,0,0
ENSG00000268804,0,0,0,0,0,0,0,0
ENSG00000268810,1,0,0,3,0,0,0,1
ENSG00000268812,0,0,0,0,0,0,0,0
ENSG00000268818,0,0,0,0,0,0,0,0
ENSG00000268823,0,0,0,0,0,0,0,0
ENSG00000268830,0,0,0,0,0,0,0,0
ENSG00000268833,0,0,0,0,0,0,0,0
ENSG00000268834,0,0,0,0,0,0,0,0
ENSG00000268836,0,0,0,0,0,0,0,0
ENSG00000268839,0,0,0,0,0,0,0,0
ENSG00000268842,0,1,0,0,0,0,0,2
ENSG00000268845,0,0,0,0,0,0,0,0
ENSG00000268847,0,0,0,0,0,0,0,0
ENSG00000268849,0,0,0,0,0,0,0,0
ENSG00000268854,0,1,4,2,2,4,1,1
ENSG00000268858,2,9,18,26,10,10,6,8
ENSG00000268861,0,0,48,0,0,0,24,22
ENSG00000268864,0,0,0,0,0,0,0,0
ENSG00000268866,0,0,0,0,0,0,0,0
ENSG00000268869,0,0,0,0,0,0,0,0
ENSG00000268870,0,0,0,0,0,0,0,2
ENSG00000268873,0,0,0,0,0,0,0,0
ENSG00000268879,0,0,0,0,0,0,0,0
ENSG00000268883,0,0,0,0,0,0,0,0
ENSG00000268884,1,1,1,0,0,2,2,0
ENSG00000268886,0,0,0,0,0,0,0,0
ENSG00000268889,1,0,1,6,2,4,1,1
ENSG00000268892,0,0,0,0,0,0,0,3
ENSG00000268894,0,0,0,0,0,0,0,0
ENSG00000268895,22,64,71,82,31,72,51,34
ENSG00000268896,0,0,0,0,0,0,0,0
ENSG00000268902,0,0,0,1,0,0,0,0
ENSG00000268903,5,11,2,5,7,16,7,4
ENSG00000268906,0,0,0,0,0,0,0,0
ENSG00000268908,0,0,0,0,0,0,0,0
ENSG00000268912,8,11,5,19,3,0,1,3
ENSG00000268916,0,2,0,3,0,0,0,0
ENSG00000268922,0,0,0,0,0,0,0,0
ENSG00000268926,0,0,0,0,1,0,0,0
ENSG00000268931,0,0,0,0,0,0,0,0
ENSG00000268938,0,0,0,0,0,0,0,0
ENSG00000268940,0,0,0,0,0,0,0,0
ENSG00000268941,0,0,0,0,0,0,0,0
ENSG00000268942,3,0,3,4,0,0,2,3
ENSG00000268945,0,0,0,0,1,0,3,1
ENSG00000268947,2,1,0,5,2,0,0,4
ENSG00000268949,0,0,0,0,0,0,1,0
ENSG00000268951,0,0,1,0,0,0,0,0
ENSG00000268955,0,0,0,6,0,4,0,0
ENSG00000268957,0,0,0,0,0,0,0,0
ENSG00000268964,0,0,0,0,0,0,0,0
ENSG00000268967,0,0,0,0,0,0,0,0
ENSG00000268970,0,1,0,0,0,0,0,0
ENSG00000268975,0,0,1,0,0,0,0,0
ENSG00000268981,0,0,0,0,0,0,0,0
ENSG00000268983,3,0,0,4,0,0,0,0
ENSG00000268985,1,0,0,0,0,0,0,0
ENSG00000268987,0,0,0,0,0,2,0,0
ENSG00000268988,0,0,0,0,0,0,0,0
ENSG00000268991,0,0,1,0,0,0,0,0
ENSG00000268992,0,4,0,1,0,0,0,0
ENSG00000268993,0,0,0,0,0,0,0,0
ENSG00000268994,0,0,0,0,0,0,0,0
ENSG00000268995,0,0,0,0,0,0,0,0
ENSG00000268996,3,8,1,1,3,2,0,0
ENSG00000268997,0,0,0,0,0,0,0,0
ENSG00000269001,0,0,0,0,0,1,0,0
ENSG00000269009,0,0,0,0,0,0,0,0
ENSG00000269012,0,0,0,0,0,0,0,0
ENSG00000269014,0,0,0,0,0,0,0,0
ENSG00000269019,1,0,4,1,3,3,0,0
ENSG00000269021,0,0,0,0,0,0,2,0
ENSG00000269025,0,0,0,0,0,0,0,0
ENSG00000269026,2,1,2,0,0,0,0,0
ENSG00000269028,782,716,1104,1234,762,1654,524,908
ENSG00000269032,0,1,0,1,1,0,1,0
ENSG00000269035,0,0,0,0,0,0,0,0
ENSG00000269037,0,0,0,0,8,4,5,5
ENSG00000269038,0,0,0,0,0,1,0,0
ENSG00000269040,1,0,0,0,0,0,0,0
ENSG00000269043,0,0,0,0,0,0,0,0
ENSG00000269044,58,64,92,100,51,48,48,41
ENSG00000269050,0,0,0,0,0,0,0,0
ENSG00000269051,4,0,0,1,1,1,4,0
ENSG00000269053,0,0,1,0,0,0,0,0
ENSG00000269054,4,7,5,10,3,7,1,1
ENSG00000269055,0,0,0,0,0,0,0,0
ENSG00000269058,0,0,3,0,5,5,6,13
ENSG00000269066,0,0,0,0,0,0,0,0
ENSG00000269067,0,0,0,0,0,0,0,0
ENSG00000269068,0,1,2,0,0,0,1,1
ENSG00000269069,1,3,1,2,0,0,1,0
ENSG00000269072,0,0,0,0,0,0,0,0
ENSG00000269082,0,0,0,0,0,0,0,0
ENSG00000269085,0,0,0,1,0,0,0,0
ENSG00000269086,1,1,1,4,1,0,11,0
ENSG00000269091,0,0,0,0,0,0,0,0
ENSG00000269095,0,0,0,0,0,0,0,0
ENSG00000269096,0,0,0,0,0,0,0,0
ENSG00000269097,0,0,0,0,0,1,0,0
ENSG00000269099,0,0,0,0,0,0,0,0
ENSG00000269102,0,0,1,0,0,0,0,0
ENSG00000269103,0,0,0,0,0,0,0,0
ENSG00000269106,0,0,1,0,0,0,0,0
ENSG00000269107,0,0,0,0,0,0,0,0
ENSG00000269110,0,0,0,0,2,2,0,0
ENSG00000269113,10,29,23,20,11,2,8,3
ENSG00000269118,0,0,0,0,1,0,0,0
ENSG00000269119,0,0,4,2,4,1,0,3
ENSG00000269124,0,0,0,0,0,0,0,0
ENSG00000269125,0,0,0,0,0,0,0,0
ENSG00000269130,0,0,0,0,0,0,0,0
ENSG00000269136,0,0,0,0,0,0,0,0
ENSG00000269138,0,0,0,0,0,3,3,1
ENSG00000269139,0,2,1,0,0,0,0,0
ENSG00000269145,2,0,1,2,0,2,3,2
ENSG00000269148,1,0,3,1,0,0,0,1
ENSG00000269151,0,0,0,0,0,0,0,0
ENSG00000269153,3,6,10,4,10,17,1,8
ENSG00000269154,0,0,0,0,0,0,0,0
ENSG00000269155,0,0,0,0,0,0,0,0
ENSG00000269161,0,0,0,0,0,0,0,0
ENSG00000269172,0,0,0,0,0,0,0,0
ENSG00000269176,1,0,4,4,1,0,0,1
ENSG00000269177,0,0,0,0,0,0,0,0
ENSG00000269179,0,0,0,0,0,0,0,0
ENSG00000269181,0,0,0,0,0,0,0,0
ENSG00000269186,0,0,0,0,0,0,0,0
ENSG00000269188,0,0,0,0,0,0,0,0
ENSG00000269189,3,7,6,9,3,3,6,1
ENSG00000269190,54,72,116,129,168,206,135,94
ENSG00000269191,0,0,2,0,0,0,0,0
ENSG00000269194,2,0,7,2,0,0,0,1
ENSG00000269199,0,0,0,0,0,0,0,0
ENSG00000269210,0,0,0,0,2,3,2,0
ENSG00000269220,2,0,0,0,3,3,1,1
ENSG00000269226,4,22,16,18,4,14,16,14
ENSG00000269227,1,0,0,2,3,0,0,0
ENSG00000269228,0,0,0,0,1,0,0,0
ENSG00000269235,0,0,0,0,0,0,0,0
ENSG00000269236,0,0,0,0,0,0,0,0
ENSG00000269237,0,0,0,0,0,0,0,0
ENSG00000269242,15,17,6,10,3,5,15,3
ENSG00000269243,179,272,290,293,287,264,207,172
ENSG00000269244,0,0,0,0,0,0,0,0
ENSG00000269246,0,1,0,0,0,0,0,1
ENSG00000269253,0,0,0,0,0,0,0,0
ENSG00000269256,0,0,0,0,0,0,0,0
ENSG00000269266,0,0,0,0,0,0,0,0
ENSG00000269271,0,0,0,0,0,0,0,0
ENSG00000269274,0,0,3,0,0,0,0,1
ENSG00000269275,0,0,2,0,3,0,0,0
ENSG00000269281,0,0,0,0,0,0,0,0
ENSG00000269288,0,0,0,0,0,0,0,0
ENSG00000269289,0,0,0,0,0,0,0,0
ENSG00000269292,0,0,0,0,0,0,0,0
ENSG00000269293,55,63,46,52,33,34,19,24
ENSG00000269296,0,0,0,0,0,3,0,1
ENSG00000269300,0,0,0,0,0,0,0,0
ENSG00000269303,1,0,0,1,0,0,0,0
ENSG00000269304,3,4,2,5,6,5,6,3
ENSG00000269307,0,0,0,0,10,0,0,0
ENSG00000269313,9,25,8,13,9,8,7,4
ENSG00000269316,0,0,0,0,0,0,0,0
ENSG00000269318,1,1,2,1,0,3,0,5
ENSG00000269320,0,0,0,0,0,0,0,0
ENSG00000269321,0,0,0,0,0,0,0,0
ENSG00000269332,0,0,0,0,0,0,0,0
ENSG00000269335,14,39,82,44,70,105,56,31
ENSG00000269343,36,52,79,57,216,201,220,192
ENSG00000269345,0,0,0,0,0,0,0,0
ENSG00000269349,0,0,0,0,6,5,5,0
ENSG00000269350,0,0,0,0,0,0,0,0
ENSG00000269352,1,1,2,0,1,7,1,1
ENSG00000269353,0,0,0,0,0,0,0,0
ENSG00000269354,0,0,0,0,0,0,0,0
ENSG00000269356,0,0,0,0,0,0,0,0
ENSG00000269364,0,0,0,0,0,0,0,0
ENSG00000269365,0,0,0,0,0,0,0,0
ENSG00000269371,1,1,3,0,0,0,2,0
ENSG00000269373,0,0,0,0,0,0,0,0
ENSG00000269374,0,2,7,0,0,0,0,1
ENSG00000269376,0,0,0,0,0,0,0,0
ENSG00000269378,22,42,40,51,57,39,38,24
ENSG00000269383,0,0,0,0,0,0,0,0
